,overall,reviewText
924488,1.0,"Attach to yoiur wireless router, load the CD onto your PC and follow the siumple instructions to discover your bridge, Ipod dock and Play 5. I also downloaded the free controller app for my Galaxy S3 android phone. The whole thing took 30 minutes and I was playing Pandora, my IPod or my entire music library on the Play 5 wirelessly in my living room in 30 minutes. I plan to add other Play 5s to include the dining room, deck and enhance the stero sound."
827120,1.0,"Well made, and do the job."
3156722,1.0,"This keyboard is way cool. I tried it on my netbook, ipod, pc, laptop, and trying to figure out what else I can use this on. Charging didn't take very long and pairing was a sinch. A techie must have to wow the buddies."
3047662,0.0,"I tried several of the Comply earphone tips on my JayBird BlueBuds X headphones and the tips would just not go on.  I emailed their support and they said they were the right model and I needed to really push them on there.  Well once I finally got one on the foam was so stretched and compressed that it offered very little in the way of comfort and expansion to stay in my ear.

While I think these may work pretty well judging from most of the reviews they did not work well for me on the BlueBuds and I am still using the tips that came with them."
3557668,1.0,Perfect. Fits great. Love the cord. Fast shipping
6103816,0.0,Not from Canon.  The website states it's from Canon and shows a picture of a Canon battery.  That is not what I received. It was an off brand battery.  False advertising.
4446152,1.0,A must-have for attaching usb peripheral to your Samsung Galaxy S5.
5015417,0.0,"Wow, what a pain.  The directions/instructions are so poorly translated, you have no idea what to do.  There are entire steps missing (connect directly to LAN with CABLE ?? ) for instance.  The power adapter/cord is so pathetically short you have to use an extension cord to put it anywhere.  Spent 2 hours trying to get it to connect via wifi, still doesn't work.  I still can't view it on my phone app, just says ""connecting"" but never connects.  There's no telephone number for support. An incredible waste of time. And it still doesn't work at all.  Total waste of money."
2323657,0.0,"The bulb was in for about a week and exploded. I will have to have my television looked at now, which will cost me even more! Do not purchase this product, it's faulty and could have caused a fire.  Update: Purchased a new bulb  from another vendor to put in my TV  and the television will not stay on. It worked fine before this bulb exploded in it. DO NOT BUY! THIS PRODUCT RUINED MY TELEVISION  and I cannot get a response from the seller."
1795856,0.0,"Amp failed in 5 months, just after return policy was up.  Sucks for me, I guess thats why its $20.

Dont waste your money, spend a little more and get better quality.

My unit was sparingly used, had lest than probably 5 hours of use."
4681483,0.0,"Not even worth 1 star. Has windows 8.1, cannot even get email, got cheaper android 4.4 kitkat for $39.95 works 1000 times better can get email."
866000,0.0,I only wish I would have gotten it from amazon. At least I would have saved $6. I bought mine from Dollar General for $10 thinking it would work. It doesn't!!! I tried it with my ipod and it on the LCD it says no file. Hello I have over 200 songs on my ipod!!!!!
5792325,0.0,was not as described by see
6382067,0.0,"If I'd written this review a few years ago I'd have gone with 4 stars, with the deduction from five being just the application process not being particularly easy.  However, fast forward to year three and I am retiring my macbook, so I tried to remove the skin figuring my office would re-task it for someone else.  It has turned into an absolute nightmare; the adhesive part of the skin has separated from the textured part, leaving a disgusting mess of adhesive stuck to the MacBook.  I'm going to attempt to remove it with a good soaking in Goo Gone, but barring that, I don't see how to get the adhesive off as it doesn't peel; it's going to require some kind of solvent."
3720830,1.0,"Love the headset so far. Been using 2 weeks.. But this item only comes with a low grade USB cable for charging only (Cheap)... So you have to figureout a way to charge the item. Pc, laptop or cellphone charger."
3410276,0.0,"We live in the Northwest Chicago suburbs.  I purchased this antenna plus the C-J Mount to replace a Channelmaster antenna that I had put in my attic back in 1984.  After reading all the reviews, I was sure that this NEW antenna would provide more stations, even more clearly.  I had been waiting for an opportunity to get into the attic and make the change for some time.  Today was the day.  To my surprise, I lost the local CBS channel.  I then scanned for stations and found that 7 additional channels had also been lost.  This is not acceptable.  I have reconnected the better, 30 year old antenna."
